job_id,title,company,status,reason,applied_at,steps_completed,resume_used,relevance_score,salary_lpa,is_fresher_friendly,matched_keywords,search_keywords
https://www.timesjobs.com/job-detail/associate-quality-assurance-engineer-epiq-hyderabad-secunderabad-0-to-2-yrs-jobid-80Kz26yAI65zpSvf__PLUS__uAgZw==&source=srp,Associate Quality Assurance Engineer,Epiq,login_required,Simulated login_required status,2025-08-20 17:05:15,0,Mani_QA3.pdf,85,Not specified,True,"qa, quality assurance, testing, automation, manual testing, test cases, agile, scrum",QA Engineer
https://www.timesjobs.com/job-detail/software-qa-engineer-hewlett-packard-enterprise-hyderabad-secunderabad-0-to-2-yrs-jobid-9aSNltJGEnhzpSvf__PLUS__uAgZw==&source=srp,Software QA Engineer,Hewlett Packard Enterprise,success,Application submitted successfully (simulated),2025-08-20 17:05:15,0,Mani_QA2.pdf,80,Not specified,False,"qa, quality assurance, testing, automation, selenium, regression, test cases, agile",QA Engineer
https://www.timesjobs.com/job-detail/software-qa-engineer-intern-epiq-hyderabad-secunderabad-0-to-1-yrs-jobid-kBV1PGFV0slzpSvf__PLUS__uAgZw==&source=srp,Software QA Engineer - Intern,Epiq,failed,Simulated failed status,2025-08-20 17:05:15,0,Mani_QA2.pdf,40,Not specified,False,"qa, quality assurance, python, agile",QA Engineer
https://www.timesjobs.com/job-detail/qa-officer-seven-consultancy-hyderabad-secunderabad-0-to-3-yrs-jobid-bu2SpqrYmClzpSvf__PLUS__uAgZw==&source=srp,QA Officer,SEVEN CONSULTANCY,success,Application submitted successfully (simulated),2025-08-20 17:05:15,0,Mani_QA2.pdf,20,Not specified,False,"qa, quality assurance",QA Engineer
https://www.timesjobs.com/job-detail/quality-assurance-seven-consultancy-hyderabad-secunderabad-0-to-3-yrs-jobid-qKR1hK3xB3FzpSvf__PLUS__uAgZw==&source=srp,Quality Assurance,SEVEN CONSULTANCY,success,Application submitted successfully (simulated),2025-08-20 17:05:15,0,Mani_QA2.pdf,20,Not specified,False,"qa, quality assurance",QA Engineer
